customerid,risk_score,risk_band,churn_probability,tenure_months,contract,internet_service,monthly_charges
2985-JUUBZ,18,Low,0.1775,40,Month-to-month,DSL,74.55
1099-GODLO,18,Low,0.1775,1,Two year,No,20.35
0111-KLBQG,18,Low,0.1774,32,Month-to-month,Fiber optic,93.95
9867-NNXLC,18,Low,0.1774,22,Month-to-month,No,20.05
8231-BSWXX,18,Low,0.1772,71,One year,Fiber optic,79.05
4020-KIUDI,18,Low,0.1772,6,Month-to-month,No,19.85
3370-GQEAL,18,Low,0.1772,30,Month-to-month,Fiber optic,85.45
9350-ZXYJC,18,Low,0.177,4,Two year,No,25.3
4472-VESGY,18,Low,0.1769,52,Month-to-month,Fiber optic,98.15
1131-ALZWV,18,Low,0.1768,24,One year,No,24.6
3340-QBBFM,18,Low,0.1767,36,One year,DSL,54.1
0233-FTHAV,18,Low,0.1766,60,One year,Fiber optic,79.2
3640-JQGJG,18,Low,0.1765,13,Month-to-month,DSL,44.8
0727-BNRLG,18,Low,0.1762,69,Two year,Fiber optic,97.65
5789-LDFXO,18,Low,0.1762,24,One year,No,24.6
1171-TYKUR,18,Low,0.1761,47,Month-to-month,No,25.4
3847-BAERP,18,Low,0.176,10,Month-to-month,No,20.9
8123-QBNAZ,18,Low,0.1759,36,Month-to-month,Fiber optic,104.5
3780-DDGSE,18,Low,0.1758,35,Month-to-month,DSL,76.05
1271-UODNO,18,Low,0.1757,39,Two year,DSL,53.85
9800-ONTFE,18,Low,0.1757,22,Month-to-month,Fiber optic,75.8
3259-QMXUN,18,Low,0.1756,58,Two year,DSL,86.1
0993-OSGPT,18,Low,0.1756,68,One year,DSL,60.65
0098-BOWSO,18,Low,0.1756,27,Month-to-month,No,19.4
7492-TAFJD,18,Low,0.1755,7,Two year,DSL,38.55
2120-SMPEX,18,Low,0.1755,25,Month-to-month,No,20.15
1735-XMJVH,18,Low,0.1752,8,Month-to-month,No,19.35
3251-YMVWZ,17,Low,0.1747,53,One year,No,24.05
2824-MYYBN,17,Low,0.1747,37,Month-to-month,Fiber optic,95.25
3039-MJSLN,17,Low,0.1745,3,Month-to-month,No,20.2
1183-CANVH,17,Low,0.1743,23,One year,DSL,60.0
9974-JFBHQ,17,Low,0.1742,64,Month-to-month,Fiber optic,99.15
3097-IDVPU,17,Low,0.174,19,Month-to-month,DSL,50.1
7925-PNRGI,17,Low,0.1739,45,Month-to-month,DSL,81.3
4328-VUFWD,17,Low,0.1739,39,One year,DSL,59.3
9577-WJVCQ,17,Low,0.1736,68,Month-to-month,DSL,54.45
7140-ADSMJ,17,Low,0.1735,8,Month-to-month,No,20.45
4947-DSMXK,17,Low,0.1734,34,Month-to-month,Fiber optic,97.7
1785-BPHTP,17,Low,0.1734,28,Month-to-month,Fiber optic,85.45
6814-ZPWFQ,17,Low,0.1731,51,One year,No,25.0
1291-CUOCY,17,Low,0.1731,72,Two year,Fiber optic,110.6
3249-VHRIP,17,Low,0.173,62,Two year,DSL,43.6
5815-HGGHV,17,Low,0.1729,20,One year,DSL,64.15
8469-SNFFH,17,Low,0.1726,70,One year,DSL,79.4
0396-UKGAI,17,Low,0.1722,23,Month-to-month,DSL,55.3
0104-PPXDV,17,Low,0.1715,58,One year,DSL,50.3
4504-YOULA,17,Low,0.1715,35,Month-to-month,DSL,59.45
6080-TCMYC,17,Low,0.1714,40,Month-to-month,Fiber optic,81.2
1057-FOGLZ,17,Low,0.1713,18,Month-to-month,No,19.65
6726-NNFWD,17,Low,0.1713,71,Two year,Fiber optic,89.45
9610-WCESF,17,Low,0.1712,67,Two year,DSL,43.9
0310-SUCIN,17,Low,0.1708,71,One year,DSL,84.8
1702-CCFNJ,17,Low,0.1707,52,Month-to-month,DSL,61.35
8034-RYTVV,17,Low,0.1707,55,One year,Fiber optic,84.25
5297-MDOIR,17,Low,0.1706,63,One year,Fiber optic,81.15
0584-BJQGZ,17,Low,0.1705,25,Month-to-month,DSL,78.35
0820-FNRNX,17,Low,0.1703,17,Month-to-month,DSL,66.7
3466-BYAVD,17,Low,0.1703,15,Month-to-month,DSL,69.5
0813-TAXXS,17,Low,0.1699,55,Two year,DSL,77.8
4486-EFAEB,17,Low,0.1698,13,Month-to-month,No,20.4
2926-JEJJC,17,Low,0.1696,8,One year,No,20.2
1159-WFSGR,17,Low,0.1696,16,Month-to-month,No,20.4
5651-YLPRD,17,Low,0.1695,32,Month-to-month,Fiber optic,86.1
8668-KNZTI,17,Low,0.1694,52,One year,DSL,53.75
7929-SKFGK,17,Low,0.1692,70,Two year,Fiber optic,114.3
4806-DXQCE,17,Low,0.1692,70,Two year,Fiber optic,113.65
7566-DSRLQ,17,Low,0.1691,72,Two year,Fiber optic,110.15
8652-YHIYU,17,Low,0.1691,16,One year,Fiber optic,79.5
0533-UCAAU,17,Low,0.169,57,One year,DSL,71.1
3407-QGWLG,17,Low,0.169,3,Month-to-month,No,20.05
4098-NAUKP,17,Low,0.1689,68,Month-to-month,Fiber optic,84.65
4623-ZKHLY,17,Low,0.1684,22,Month-to-month,No,20.45
5982-FPVQN,17,Low,0.1684,37,Month-to-month,Fiber optic,95.15
9770-KXGQU,17,Low,0.1683,53,One year,Fiber optic,98.6
7968-QUXNS,17,Low,0.1681,6,Month-to-month,No,18.95
6295-OSINB,17,Low,0.1681,72,Two year,Fiber optic,109.65
8738-JOKAR,17,Low,0.1681,42,One year,DSL,67.7
2717-HVIZY,17,Low,0.168,8,Month-to-month,No,20.05
6614-FHDBO,17,Low,0.1678,72,Two year,Fiber optic,109.2
2038-YSEZE,17,Low,0.1676,29,Month-to-month,DSL,67.45
2453-SAFNS,17,Low,0.1674,54,One year,DSL,72.1
9967-ATRFS,17,Low,0.1673,19,Month-to-month,No,19.9
8016-ZMGMO,17,Low,0.1673,66,One year,DSL,70.85
1338-CECEE,17,Low,0.1672,41,One year,DSL,68.5
6048-UWKAL,17,Low,0.1671,69,Two year,Fiber optic,105.4
4712-UYOOI,17,Low,0.1671,20,Month-to-month,No,20.0
8559-WNQZS,17,Low,0.167,1,Two year,No,20.45
2969-WGHQO,17,Low,0.1667,7,One year,DSL,69.45
8680-CGLTP,17,Low,0.1667,29,One year,DSL,58.75
0594-UFTUL,17,Low,0.1666,13,Month-to-month,No,19.85
4063-EIKNQ,17,Low,0.1665,11,Month-to-month,No,20.95
7619-PLRLP,17,Low,0.1664,53,One year,DSL,74.1
1222-LRYKO,17,Low,0.1664,6,Month-to-month,No,26.35
6827-IEAUQ,17,Low,0.1663,27,One year,DSL,66.15
3055-VTCGS,17,Low,0.1663,63,One year,DSL,58.55
4075-WKNIU,17,Low,0.1662,0,Two year,DSL,73.35
6164-HXUGH,17,Low,0.1661,6,Month-to-month,No,19.85
1930-WNXSB,17,Low,0.1661,58,Month-to-month,Fiber optic,92.85
8672-OAUPW,17,Low,0.1661,51,One year,DSL,47.85
3727-OWVYD,17,Low,0.166,35,One year,DSL,61.2
4981-FLTMF,17,Low,0.166,57,Month-to-month,DSL,65.2
8647-SDTWQ,17,Low,0.166,57,Month-to-month,Fiber optic,74.3
3374-PZLXD,17,Low,0.1659,34,Month-to-month,No,19.7
1544-JJMYL,17,Low,0.1652,27,One year,DSL,69.35
7156-MXBJE,17,Low,0.1651,43,One year,DSL,85.1
4999-IEZLT,16,Low,0.165,66,One year,DSL,29.45
3244-CQPHU,16,Low,0.1648,72,Two year,Fiber optic,110.1
9495-SKLKD,16,Low,0.1644,45,Month-to-month,Fiber optic,95.95
3696-XRIEN,16,Low,0.1643,50,One year,DSL,82.5
8822-KNBHV,16,Low,0.1643,48,One year,DSL,83.45
6194-HBGQN,16,Low,0.1641,51,One year,DSL,81.15
9845-PEEKO,16,Low,0.164,59,Two year,Fiber optic,79.2
1680-VDCWW,16,Low,0.1638,12,One year,No,19.8
0458-HEUZG,16,Low,0.1636,13,Two year,DSL,35.4
1784-BXEFA,16,Low,0.1633,10,Month-to-month,No,20.55
0484-JPBRU,16,Low,0.1631,41,Month-to-month,No,25.25
9758-MFWGD,16,Low,0.1631,48,One year,DSL,29.9
5245-VDBUR,16,Low,0.163,52,One year,DSL,35.45
2546-KZAAT,16,Low,0.1628,52,One year,DSL,75.4
3115-JPJDD,16,Low,0.1628,59,One year,Fiber optic,81.25
8777-MBMTS,16,Low,0.1627,65,Two year,Fiber optic,105.85
8042-RNLKO,16,Low,0.1627,66,One year,No,25.45
3077-RSNTJ,16,Low,0.1625,6,Month-to-month,No,19.7
8080-POTJR,16,Low,0.1624,30,One year,DSL,79.3
3115-CZMZD,16,Low,0.1623,0,Two year,No,20.25
1455-HFBXA,16,Low,0.162,52,Two year,Fiber optic,91.6
6509-TSGWN,16,Low,0.162,37,Month-to-month,No,26.45
7989-AWGEH,16,Low,0.1619,49,Month-to-month,DSL,39.2
2520-SGTTA,16,Low,0.1618,0,Two year,No,20.0
6506-EYCNH,16,Low,0.1616,28,Month-to-month,No,19.55
0178-SZBHO,16,Low,0.1615,47,Month-to-month,Fiber optic,87.2
4879-GZLFH,16,Low,0.1615,42,Month-to-month,Fiber optic,92.15
9554-DFKIC,16,Low,0.1614,30,Month-to-month,DSL,54.45
0257-KXZGU,16,Low,0.1614,32,Month-to-month,DSL,62.45
9142-XMYJH,16,Low,0.1613,29,Month-to-month,No,19.35
0536-ACXIP,16,Low,0.1611,72,Two year,Fiber optic,109.55
5337-IIWKZ,16,Low,0.1609,34,Month-to-month,DSL,44.85
0743-HNPFG,16,Low,0.1609,51,One year,DSL,69.75
1163-ONYEY,16,Low,0.1607,41,Month-to-month,DSL,74.55
9904-EHEVJ,16,Low,0.1606,32,Month-to-month,Fiber optic,91.35
8204-TIFGJ,16,Low,0.1604,23,Month-to-month,No,20.3
5989-AXPUC,16,Low,0.16,68,Two year,Fiber optic,118.6
4694-PHWFW,16,Low,0.1599,8,Month-to-month,No,19.95
7576-JMYWV,16,Low,0.1595,46,Month-to-month,Fiber optic,110.2
4163-KIUHY,16,Low,0.1592,35,Month-to-month,No,25.6
9746-UGFAC,16,Low,0.1591,22,One year,No,20.85
1545-JFUML,16,Low,0.1591,71,Two year,Fiber optic,99.0
6478-HRRCZ,16,Low,0.1591,32,One year,DSL,70.5
2522-WLNSF,16,Low,0.159,34,One year,DSL,64.2
8984-HPEMB,16,Low,0.159,71,Two year,Fiber optic,118.65
7375-WMVMT,16,Low,0.159,71,Two year,Fiber optic,95.5
6082-GLJIX,16,Low,0.1589,18,Month-to-month,No,19.25
2675-IJRGJ,16,Low,0.1589,53,Two year,No,19.65
1488-SYSFC,16,Low,0.1587,31,Month-to-month,No,20.65
6752-APNJL,16,Low,0.1585,42,Month-to-month,DSL,54.5
9860-LISIZ,16,Low,0.1584,34,Month-to-month,No,20.35
4835-YSJMR,16,Low,0.1582,39,Two year,DSL,49.8
7581-EBBOU,16,Low,0.1581,60,One year,DSL,70.15
7901-IIDQV,16,Low,0.158,24,One year,DSL,54.6
4598-ZADCK,16,Low,0.158,53,One year,DSL,53.6
0756-MPZRL,16,Low,0.1579,46,One year,DSL,33.7
2434-EEVDB,16,Low,0.1577,64,Two year,Fiber optic,94.6
8815-LMFLX,16,Low,0.1576,25,Month-to-month,No,25.4
0620-XEFWH,16,Low,0.1576,4,Month-to-month,No,18.85
9470-YFUYI,16,Low,0.1576,71,One year,DSL,71.0
7247-XOZPB,16,Low,0.1572,53,One year,DSL,77.4
7061-OVMIM,16,Low,0.1571,30,One year,No,19.55
2368-GAKKQ,16,Low,0.1569,70,Two year,Fiber optic,113.65
5442-BXVND,16,Low,0.1569,33,Month-to-month,No,24.25
5504-WSIUR,16,Low,0.1567,70,One year,Fiber optic,90.25
5229-DTFYB,16,Low,0.1566,41,Two year,Fiber optic,98.8
4198-VFOEA,16,Low,0.1565,12,One year,DSL,33.6
2129-ALKBS,16,Low,0.1565,40,Month-to-month,No,26.2
1257-SXUXQ,16,Low,0.1564,5,Month-to-month,No,19.45
4134-BSXLX,16,Low,0.1564,28,Month-to-month,DSL,60.9
3739-YBWAB,16,Low,0.1564,36,One year,DSL,35.35
7520-HQWJU,16,Low,0.1563,66,Month-to-month,DSL,67.45
9074-KGVOX,16,Low,0.1562,50,Month-to-month,DSL,39.45
8033-ATFAS,16,Low,0.1561,39,Month-to-month,DSL,59.85
8169-SAEJD,16,Low,0.156,69,Two year,DSL,56.55
2150-WLKUW,16,Low,0.1557,40,One year,DSL,63.9
9589-ABEPT,16,Low,0.1551,69,Two year,Fiber optic,92.45
8109-YUOHE,16,Low,0.155,17,One year,DSL,56.1
9386-LDCZR,15,Low,0.1548,43,One year,Fiber optic,90.65
1074-AMIOH,15,Low,0.1542,53,Month-to-month,Fiber optic,108.25
3468-DRVQJ,15,Low,0.1538,10,One year,DSL,70.3
5944-UGLLK,15,Low,0.1538,53,One year,DSL,54.9
1696-HXOWK,15,Low,0.1537,71,One year,Fiber optic,95.65
2775-SEFEE,15,Low,0.1533,0,Two year,DSL,61.9
7483-IQWIB,15,Low,0.1533,37,Month-to-month,Fiber optic,92.95
7107-UBYKY,15,Low,0.1531,35,Month-to-month,No,25.75
2834-JKOOW,15,Low,0.1531,15,One year,DSL,45.9
9359-JANWS,15,Low,0.1529,65,Two year,DSL,58.9
5155-AZQPB,15,Low,0.1527,28,Month-to-month,DSL,49.9
0742-LAFQK,15,Low,0.1524,72,Two year,Fiber optic,99.15
8879-ZKJOF,15,Low,0.1524,41,One year,DSL,79.85
7956-XQWGU,15,Low,0.152,27,Month-to-month,No,19.4
9220-ZNKJI,15,Low,0.1519,55,Two year,Fiber optic,88.8
9558-IHEZX,15,Low,0.1518,71,Two year,Fiber optic,106.75
0661-WCQNQ,15,Low,0.1518,22,One year,DSL,56.25
8007-YYPWD,15,Low,0.1517,15,Two year,No,25.05
3156-QLHBO,15,Low,0.1516,2,Month-to-month,No,19.25
6754-LZUKA,15,Low,0.1516,61,Two year,DSL,80.9
7801-CEDNV,15,Low,0.1514,27,One year,DSL,48.7
2054-PJOCK,15,Low,0.1514,60,One year,DSL,80.55
0048-PIHNL,15,Low,0.1513,49,One year,No,20.45
3518-FSTWG,15,Low,0.1512,72,Two year,Fiber optic,109.55
5829-NVSQN,15,Low,0.1511,23,One year,DSL,68.75
9894-QMIMJ,15,Low,0.1508,23,One year,DSL,55.8
7047-YXDMZ,15,Low,0.1507,21,Month-to-month,No,20.0
9730-DRTMJ,15,Low,0.1507,32,One year,DSL,72.8
1956-YIFGE,15,Low,0.1507,22,One year,Fiber optic,100.05
8871-JLMHM,15,Low,0.1507,68,Two year,Fiber optic,90.2
1813-JLKWR,15,Low,0.1504,64,One year,No,19.8
2197-OMWGI,15,Low,0.1502,68,Two year,DSL,53.0
2243-FNMMI,15,Low,0.1502,20,Month-to-month,No,19.4
2171-UDMFD,15,Low,0.1498,32,Month-to-month,No,19.45
7055-JCGNI,15,Low,0.1496,70,Two year,Fiber optic,111.95
5256-SKJGO,15,Low,0.1496,64,Two year,DSL,54.6
5061-PBXFW,15,Low,0.1495,32,Month-to-month,DSL,61.4
3926-YZVVX,15,Low,0.1495,41,One year,DSL,50.05
5339-TJFEK,15,Low,0.1494,62,Month-to-month,Fiber optic,105.5
2680-XKKNJ,15,Low,0.1494,8,One year,DSL,58.2
7134-HBPBS,15,Low,0.1494,72,Two year,Fiber optic,108.1
2469-DTSGX,15,Low,0.1492,72,Two year,Fiber optic,111.65
1431-CYWMH,15,Low,0.1492,22,Month-to-month,No,19.05
5804-HYIEZ,15,Low,0.1491,70,Month-to-month,Fiber optic,106.05
0913-XWSCN,15,Low,0.1488,55,Month-to-month,Fiber optic,85.5
0547-HURJB,15,Low,0.1488,12,Month-to-month,No,21.05
1104-FEJAM,15,Low,0.1487,28,Month-to-month,DSL,64.4
9207-ZPANB,15,Low,0.1486,37,One year,DSL,67.45
7572-KPVKK,15,Low,0.1485,62,Two year,Fiber optic,104.05
2077-DDHJK,15,Low,0.1481,68,Two year,DSL,70.9
2954-PIBKO,15,Low,0.1478,69,Two year,DSL,64.15
9924-JPRMC,15,Low,0.1478,72,Two year,Fiber optic,118.2
1492-QGCLU,15,Low,0.1477,53,Month-to-month,DSL,85.7
5278-PNYOX,15,Low,0.1475,49,Two year,Fiber optic,100.65
8883-GRDWQ,15,Low,0.1475,20,One year,DSL,54.0
0479-HMSWA,15,Low,0.1474,26,Two year,Fiber optic,105.45
5985-TBABQ,15,Low,0.1473,32,One year,DSL,74.75
0835-DUUIQ,15,Low,0.1473,24,One year,No,21.05
2483-XSSMZ,15,Low,0.147,39,One year,DSL,47.85
0320-DWVTU,15,Low,0.1468,53,Two year,Fiber optic,99.5
0489-WMEMG,15,Low,0.1467,23,One year,DSL,49.45
6171-ZTVYB,15,Low,0.1466,43,Month-to-month,DSL,66.25
9917-KWRBE,15,Low,0.1465,41,One year,DSL,78.35
2302-OUZXB,15,Low,0.1465,72,Two year,DSL,82.15
5387-ASZNZ,15,Low,0.1464,66,One year,DSL,63.85
7816-VGHTO,15,Low,0.1463,6,Two year,DSL,40.55
4054-CUMIA,15,Low,0.1461,18,Month-to-month,No,20.25
0701-RFGFI,15,Low,0.1459,49,Month-to-month,Fiber optic,95.4
4615-PIVVU,15,Low,0.1458,42,Two year,DSL,66.5
7682-AZNDK,15,Low,0.1457,34,Month-to-month,Fiber optic,89.85
0106-UGRDO,15,Low,0.1453,69,Two year,Fiber optic,116.0
7644-OMVMY,15,Low,0.1452,0,Two year,No,19.85
2466-NEJOJ,15,Low,0.1451,8,Month-to-month,No,19.65
8975-SKGRX,14,Low,0.145,71,Two year,Fiber optic,116.1
2809-ILCYT,14,Low,0.145,25,One year,No,26.8
4890-VMUAV,14,Low,0.1449,63,One year,DSL,71.5
5546-BYZSM,14,Low,0.1449,41,Month-to-month,No,20.45
6893-ODYYE,14,Low,0.1447,50,One year,Fiber optic,90.1
4776-XSKYQ,14,Low,0.1446,12,One year,DSL,30.25
6500-JVEGC,14,Low,0.1446,68,One year,Fiber optic,101.35
5447-VYTKW,14,Low,0.1446,27,Month-to-month,DSL,53.45
2521-NPUZR,14,Low,0.1445,70,Two year,Fiber optic,101.0
3146-JTQHR,14,Low,0.1445,10,One year,No,19.6
8309-PPCED,14,Low,0.144,72,Two year,Fiber optic,110.45
7356-AYNJP,14,Low,0.1439,4,One year,No,23.9
4001-TSBTV,14,Low,0.1439,58,Month-to-month,Fiber optic,91.55
3724-UCSHY,14,Low,0.1438,6,Month-to-month,No,19.55
8898-KASCD,14,Low,0.1435,39,One year,DSL,35.55
4213-HKBJO,14,Low,0.1434,33,Two year,No,25.7
6999-CHVCF,14,Low,0.1434,68,Two year,Fiber optic,102.1
4829-ZLJTK,14,Low,0.1431,72,Two year,Fiber optic,112.4
8595-SIZNC,14,Low,0.143,22,One year,No,25.6
5774-XZTQC,14,Low,0.1428,7,Month-to-month,No,20.45
7707-PYBBH,14,Low,0.1421,40,Month-to-month,DSL,61.9
3898-BSJYF,14,Low,0.1416,10,One year,DSL,73.55
0292-WEGCH,14,Low,0.1414,54,Month-to-month,DSL,86.2
9152-AMKAK,14,Low,0.1414,6,Two year,DSL,80.25
4291-HYEBC,14,Low,0.1413,28,One year,DSL,39.1
1877-HKBQX,14,Low,0.1413,11,One year,DSL,54.6
6435-VWCCY,14,Low,0.1412,65,Two year,Fiber optic,92.7
7407-SUJIZ,14,Low,0.1411,25,Month-to-month,No,20.6
3012-VFFMN,14,Low,0.1408,7,Month-to-month,No,20.65
7521-YXVZY,14,Low,0.1404,3,Month-to-month,No,19.95
9359-UGBTK,14,Low,0.1403,67,One year,DSL,72.35
2958-NHPPS,14,Low,0.1402,23,Month-to-month,No,20.85
2242-MFOTG,14,Low,0.14,33,One year,Fiber optic,80.1
5753-QQWPW,14,Low,0.1398,28,One year,DSL,59.9
2351-RRBUE,14,Low,0.1398,7,One year,No,20.65
0248-PGHBZ,14,Low,0.1398,67,Two year,Fiber optic,92.45
2410-CIYFZ,14,Low,0.1398,2,Month-to-month,No,20.4
0872-CASZJ,14,Low,0.1397,59,One year,DSL,69.1
7776-QGYJC,14,Low,0.1397,39,Month-to-month,Fiber optic,81.5
0487-VVUVK,14,Low,0.1395,25,Month-to-month,No,19.15
6674-KVJHG,14,Low,0.1395,11,One year,No,25.2
9225-BZLNZ,14,Low,0.1394,72,Two year,DSL,85.25
1658-XUHBX,14,Low,0.1393,59,Month-to-month,Fiber optic,88.75
9330-DHBFL,14,Low,0.1391,23,One year,DSL,66.25
6371-NZYEG,14,Low,0.1391,16,Two year,DSL,64.25
1247-QBVSH,14,Low,0.1389,43,Month-to-month,DSL,50.2
0357-NVCRI,14,Low,0.1389,25,Month-to-month,No,20.05
9544-PYPSJ,14,Low,0.1389,62,Month-to-month,Fiber optic,96.1
9313-QOLTZ,14,Low,0.1388,26,Month-to-month,No,20.9
8809-XKHMD,14,Low,0.1387,72,Two year,Fiber optic,100.55
7876-AEHIG,14,Low,0.1383,51,One year,DSL,60.15
6891-JPYFF,14,Low,0.1381,48,Month-to-month,Fiber optic,105.25
4072-IPYLT,14,Low,0.138,36,Month-to-month,DSL,51.05
8319-QBEHW,14,Low,0.1379,26,One year,DSL,39.95
7803-XOCCZ,14,Low,0.1377,52,Month-to-month,Fiber optic,84.05
9814-AOUDH,14,Low,0.1375,53,Two year,No,19.5
9408-HRXRK,14,Low,0.1374,45,Month-to-month,Fiber optic,105.15
5846-QFDFI,14,Low,0.1374,33,Month-to-month,Fiber optic,88.6
4277-UDIEF,14,Low,0.1374,24,Month-to-month,DSL,81.0
1371-DWPAZ,14,Low,0.1372,0,Two year,DSL,56.05
9880-TDQAC,14,Low,0.1368,72,Two year,DSL,60.0
9102-OXKFY,14,Low,0.1367,59,Two year,DSL,54.15
6322-HRPFA,14,Low,0.1367,49,Month-to-month,DSL,59.6
5018-LXQQG,14,Low,0.1365,30,Month-to-month,DSL,66.3
5820-PTRYM,14,Low,0.1363,56,One year,DSL,68.45
2739-CCZMB,14,Low,0.1363,5,Month-to-month,No,20.35
8859-AXJZP,14,Low,0.1362,39,Two year,No,23.8
3354-OADJP,14,Low,0.1357,8,One year,DSL,54.25
3823-KYNQY,14,Low,0.1356,12,One year,No,24.95
5294-DMSFH,14,Low,0.1353,29,Month-to-month,Fiber optic,87.8
7168-HDQHG,14,Low,0.1352,36,Month-to-month,No,19.2
1452-XRSJV,14,Low,0.135,39,Month-to-month,DSL,51.05
7779-ORAEL,14,Low,0.135,45,Two year,DSL,75.15
9782-LGXMC,13,Low,0.1348,49,Month-to-month,DSL,61.75
7764-BDPEE,13,Low,0.1347,3,Month-to-month,No,20.85
7995-ZHHNZ,13,Low,0.1347,42,One year,DSL,56.1
2190-PHBHR,13,Low,0.1342,72,Two year,Fiber optic,94.45
9518-IMLHK,13,Low,0.1341,31,Month-to-month,DSL,72.45
2672-TGEFF,13,Low,0.1339,37,Month-to-month,Fiber optic,88.8
1866-ZSLJM,13,Low,0.1339,21,Month-to-month,No,20.5
2649-HWLYB,13,Low,0.1337,65,Two year,DSL,76.15
7311-MQJCH,13,Low,0.1334,5,One year,No,19.55
1866-DIOQZ,13,Low,0.133,71,One year,DSL,66.8
2959-EEXWB,13,Low,0.1327,45,Month-to-month,DSL,50.9
8610-ZIKJJ,13,Low,0.1324,2,One year,No,20.3
8819-WFGGJ,13,Low,0.132,68,Two year,DSL,54.1
9362-MWODR,13,Low,0.132,40,Month-to-month,DSL,64.1
1174-FGIFN,13,Low,0.1312,28,One year,Fiber optic,90.45
4500-HKANN,13,Low,0.1311,23,Two year,DSL,59.7
8383-SGHJU,13,Low,0.1311,33,One year,DSL,59.4
6727-IOTLZ,13,Low,0.131,14,Two year,DSL,81.95
8338-QIUNR,13,Low,0.131,72,Two year,DSL,66.5
5203-XEHAX,13,Low,0.1309,34,One year,DSL,64.35
4826-DXMUP,13,Low,0.1309,35,One year,DSL,72.1
0895-UADGO,13,Low,0.1308,8,Two year,DSL,44.55
3933-DQPWX,13,Low,0.1306,50,Two year,DSL,39.7
4654-GGUII,13,Low,0.1305,18,One year,DSL,40.2
6353-BRMMA,13,Low,0.1303,54,Month-to-month,Fiber optic,104.1
6586-MYGKD,13,Low,0.1297,70,Two year,DSL,76.95
3486-KHMLI,13,Low,0.1295,21,Month-to-month,No,24.7
2878-RMWXY,13,Low,0.1295,72,Two year,Fiber optic,102.65
0230-UBYPQ,13,Low,0.1292,63,One year,DSL,36.1
4909-JOUPP,13,Low,0.1288,72,Two year,Fiber optic,109.7
6252-DFGTK,13,Low,0.1288,37,One year,DSL,68.1
7663-YJHSN,13,Low,0.1287,72,Two year,Fiber optic,103.95
9313-CDOGY,13,Low,0.1287,38,Month-to-month,No,19.6
7269-JISCY,13,Low,0.1285,55,One year,DSL,45.05
8401-EMUWF,13,Low,0.1277,42,Month-to-month,DSL,69.4
3752-CQSJI,13,Low,0.1276,13,Month-to-month,No,20.45
1661-CZBAU,13,Low,0.1274,48,One year,DSL,70.95
3347-YJZZE,13,Low,0.1274,29,Month-to-month,DSL,80.1
0454-OKRCT,13,Low,0.1274,33,Two year,Fiber optic,80.6
5961-VUSRV,13,Low,0.1272,12,One year,No,19.35
8464-EETCQ,13,Low,0.1272,57,Two year,No,18.8
6872-HXFNF,13,Low,0.1272,64,One year,DSL,58.35
2250-IVBWA,13,Low,0.1272,64,Month-to-month,Fiber optic,81.05
1684-FLBGS,13,Low,0.1272,23,Month-to-month,DSL,69.5
5499-ECUTN,13,Low,0.127,47,One year,DSL,66.05
4767-HZZHQ,13,Low,0.1268,30,Month-to-month,Fiber optic,82.05
2931-SVLTV,13,Low,0.1266,40,Month-to-month,Fiber optic,110.1
5791-KAJFD,13,Low,0.1265,56,One year,DSL,68.75
5716-EZXZN,13,Low,0.1262,65,Two year,Fiber optic,99.05
3530-VWVGU,13,Low,0.1261,22,Month-to-month,No,19.9
2294-DMMUS,13,Low,0.1261,62,Month-to-month,DSL,70.45
4111-BNXIF,13,Low,0.1261,67,Two year,DSL,59.55
5329-KRDTM,13,Low,0.126,72,Two year,DSL,77.35
1641-BYBTK,13,Low,0.1259,6,Month-to-month,No,20.2
8097-VBQTZ,13,Low,0.1258,54,Month-to-month,DSL,69.9
2096-XOTMO,13,Low,0.1258,16,Month-to-month,No,19.35
1345-GKDZZ,13,Low,0.1257,6,Month-to-month,No,19.55
7010-ZMVBF,13,Low,0.1257,18,Month-to-month,No,20.45
9467-ROOLM,13,Low,0.1257,25,Month-to-month,No,19.05
3646-ITDGM,13,Low,0.1254,56,Two year,No,19.7
5512-IDZEI,13,Low,0.1253,46,One year,No,24.9
4385-ZKVNW,13,Low,0.1252,44,Month-to-month,DSL,54.9
1697-BCSHV,12,Low,0.125,58,Month-to-month,DSL,66.8
9803-FTJCG,12,Low,0.125,71,One year,DSL,66.85
5384-ZTTWP,12,Low,0.1249,15,Month-to-month,No,19.8
7817-OMJNA,12,Low,0.1246,14,One year,No,20.4
8398-TBIYD,12,Low,0.1246,72,Two year,Fiber optic,84.7
1552-CZCLL,12,Low,0.1246,55,Month-to-month,No,20.0
0014-BMAQU,12,Low,0.1243,63,Two year,Fiber optic,84.65
2359-KLTEK,12,Low,0.1243,41,Month-to-month,Fiber optic,94.9
0943-ZQPXH,12,Low,0.1241,44,Month-to-month,Fiber optic,92.95
2996-XAUVF,12,Low,0.124,70,Two year,DSL,40.05
8734-FNWVH,12,Low,0.1239,31,Month-to-month,DSL,59.7
4450-MDZFX,12,Low,0.1238,60,Month-to-month,Fiber optic,74.35
6620-HVDUJ,12,Low,0.1237,24,Month-to-month,DSL,60.45
5260-UMPWX,12,Low,0.1236,26,Month-to-month,No,20.25
6551-ZCOTS,12,Low,0.1236,33,One year,No,24.9
6504-VBLFL,12,Low,0.1232,55,Two year,DSL,58.6
9750-BOOHV,12,Low,0.1231,32,One year,DSL,30.15
